Phi[deg],Theta[deg],dB(RealizedGainTotal)
-154,4,8.71432
-153,4,8.71379
-152,4,8.71324
-151,4,8.71269
-150,4,8.71213
-149,4,8.71156
-148,4,8.71099
-147,4,8.71041
-146,4,8.70983
-145,4,8.70924
-144,4,8.70865
-143,4,8.70805
-142,4,8.70746
-141,4,8.70686
-140,4,8.70626
-139,4,8.70566
-138,4,8.70506
-137,4,8.70446
-136,4,8.70386
-135,4,8.70326
-134,4,8.70267
-133,4,8.70208
-132,4,8.70149
-131,4,8.7009
-130,4,8.70033
-129,4,8.69975
-128,4,8.69919
-127,4,8.69863
-126,4,8.69807
-125,4,8.69753
-124,4,8.69699
-123,4,8.69647
-122,4,8.69595
-121,4,8.69545
-120,4,8.69495
-119,4,8.69447
-118,4,8.69399
-117,4,8.69353
-116,4,8.69309
-115,4,8.69265
-114,4,8.69224
-113,4,8.69183
-112,4,8.69144
-111,4,8.69107
-110,4,8.69071
-109,4,8.69036
-108,4,8.69004
-107,4,8.68973
-106,4,8.68944
-105,4,8.68916
-104,4,8.6889
-103,4,8.68867
-102,4,8.68845
-101,4,8.68824
-100,4,8.68806
-99,4,8.6879
-98,4,8.68775
-97,4,8.68763
-96,4,8.68752
-95,4,8.68744
-94,4,8.68737
-93,4,8.68732
-92,4,8.6873
-91,4,8.68729
-90,4,8.68731
-89,4,8.68734
-88,4,8.68739
-87,4,8.68747
-86,4,8.68756
-85,4,8.68768
-84,4,8.68781
-83,4,8.68796
-82,4,8.68814
-81,4,8.68833
-80,4,8.68854
-79,4,8.68877
-78,4,8.68902
-77,4,8.68928
-76,4,8.68957
-75,4,8.68987
-74,4,8.69019
-73,4,8.69053
-72,4,8.69088
-71,4,8.69125
-70,4,8.69163
-69,4,8.69204
-68,4,8.69245
-67,4,8.69288
-66,4,8.69333
-65,4,8.69379
-64,4,8.69426
-63,4,8.69475
-62,4,8.69524
-61,4,8.69575
-60,4,8.69627
-59,4,8.6968
-58,4,8.69734
-57,4,8.6979
-56,4,8.69846
-55,4,8.69902
-54,4,8.6996
-53,4,8.70018
-52,4,8.70077
-51,4,8.70137
-50,4,8.70197
-49,4,8.70257
-48,4,8.70318
-47,4,8.7038
-46,4,8.70441
-45,4,8.70503
-44,4,8.70565
-43,4,8.70627
-42,4,8.70689
-41,4,8.70751
-40,4,8.70813
-39,4,8.70875
-38,4,8.70936
-37,4,8.70998
-36,4,8.71058
-35,4,8.71119
-34,4,8.71179
-33,4,8.71238
-32,4,8.71297
-31,4,8.71356
-30,4,8.71413
-29,4,8.7147
-28,4,8.71526
-27,4,8.71581
-26,4,8.71635
-25,4,8.71688
-24,4,8.7174
-23,4,8.71791
-22,4,8.71841
-21,4,8.7189
-20,4,8.71938
-19,4,8.71984
-18,4,8.72029
-17,4,8.72073
-16,4,8.72115
-15,4,8.72156
-14,4,8.72195
-13,4,8.72233
-12,4,8.7227
-11,4,8.72305
-10,4,8.72338
-9,4,8.7237
-8,4,8.724
-7,4,8.72429
-6,4,8.72455
-5,4,8.72481
-4,4,8.72504
-3,4,8.72526
-2,4,8.72546
-1,4,8.72564
0,4,8.72581
1,4,8.72596
2,4,8.72609
3,4,8.7262
4,4,8.7263
5,4,8.72638
6,4,8.72644
7,4,8.72649
8,4,8.72651
9,4,8.72653
10,4,8.72652
11,4,8.7265
12,4,8.72646
13,4,8.7264
14,4,8.72633
15,4,8.72624
16,4,8.72614
17,4,8.72602
18,4,8.72589
19,4,8.72574
20,4,8.72557
21,4,8.7254
22,4,8.72521
23,4,8.725
24,4,8.72478
25,4,8.72455
26,4,8.72431
27,4,8.72406
28,4,8.72379
29,4,8.72351
30,4,8.72323
31,4,8.72293
32,4,8.72262
33,4,8.72231
34,4,8.72198
35,4,8.72165
36,4,8.72131
37,4,8.72097
38,4,8.72061
39,4,8.72026
40,4,8.71989
41,4,8.71952
42,4,8.71915
43,4,8.71877
44,4,8.71839
45,4,8.71801
46,4,8.71763
47,4,8.71724
48,4,8.71686
49,4,8.71647
50,4,8.71608
51,4,8.7157
52,4,8.71531
53,4,8.71493
54,4,8.71455
55,4,8.71417
56,4,8.7138
57,4,8.71343
58,4,8.71307
59,4,8.71271
60,4,8.71235
61,4,8.71201
62,4,8.71167
63,4,8.71133
64,4,8.71101
65,4,8.71069
66,4,8.71038
67,4,8.71008
68,4,8.70979
69,4,8.7095
70,4,8.70923
71,4,8.70897
72,4,8.70872
73,4,8.70848
74,4,8.70825
75,4,8.70804
76,4,8.70783
77,4,8.70764
78,4,8.70746
79,4,8.70729
80,4,8.70714
81,4,8.707
82,4,8.70687
83,4,8.70676
84,4,8.70666
85,4,8.70658
86,4,8.7065
87,4,8.70645
88,4,8.7064
89,4,8.70637
90,4,8.70636
91,4,8.70636
92,4,8.70637
93,4,8.7064
94,4,8.70644
95,4,8.7065
96,4,8.70657
97,4,8.70665
98,4,8.70675
99,4,8.70686
100,4,8.70698
101,4,8.70712
102,4,8.70727
103,4,8.70743
104,4,8.70761
105,4,8.70779
106,4,8.70799
107,4,8.7082
108,4,8.70843
109,4,8.70866
110,4,8.7089
111,4,8.70916
112,4,8.70942
113,4,8.70969
114,4,8.70998
115,4,8.71027
116,4,8.71057
117,4,8.71087
118,4,8.71119
119,4,8.71151
120,4,8.71184
121,4,8.71217
122,4,8.71251
123,4,8.71286
124,4,8.7132
125,4,8.71356
126,4,8.71391
127,4,8.71427
128,4,8.71463
129,4,8.71499
130,4,8.71536
131,4,8.71572
132,4,8.71609
133,4,8.71645
134,4,8.71681
135,4,8.71717
136,4,8.71753
137,4,8.71789
138,4,8.71824
139,4,8.71859
140,4,8.71894
141,4,8.71928
142,4,8.71961
143,4,8.71994
144,4,8.72026
145,4,8.72058
146,4,8.72089
147,4,8.72119
148,4,8.72148
149,4,8.72176
150,4,8.72203
151,4,8.72229
152,4,8.72255
153,4,8.72279
154,4,8.72302
155,4,8.72324
156,4,8.72344
157,4,8.72363
158,4,8.72382
159,4,8.72398
160,4,8.72414
161,4,8.72428
162,4,8.7244
163,4,8.72451
164,4,8.72461
165,4,8.72469
166,4,8.72475
167,4,8.7248
168,4,8.72484
169,4,8.72485
170,4,8.72486
171,4,8.72484
172,4,8.72481
173,4,8.72476
174,4,8.7247
175,4,8.72462
176,4,8.72452
177,4,8.7244
178,4,8.72427
179,4,8.72412
180,4,8.72396
-180,5,8.70881
-179,5,8.70858
-178,5,8.70832
-177,5,8.70803
-176,5,8.70772
-175,5,8.70738
-174,5,8.70702
-173,5,8.70663
-172,5,8.70622
-171,5,8.70578
-170,5,8.70532
-169,5,8.70483
-168,5,8.70432
-167,5,8.70379
-166,5,8.70323
-165,5,8.70265
-164,5,8.70205
-163,5,8.70143
-162,5,8.70079
-161,5,8.70013
-160,5,8.69945
-159,5,8.69876
-158,5,8.69804
-157,5,8.69731
-156,5,8.69656
-155,5,8.69579
-154,5,8.69501
-153,5,8.69421
-152,5,8.69341
-151,5,8.69258
-150,5,8.69175
-149,5,8.69091
-148,5,8.69005
-147,5,8.68919
-146,5,8.68832
-145,5,8.68744
-144,5,8.68656
-143,5,8.68567
-142,5,8.68477
-141,5,8.68387
-140,5,8.68297
-139,5,8.68207
-138,5,8.68116
-137,5,8.68026
-136,5,8.67936
-135,5,8.67846
-134,5,8.67756
-133,5,8.67667
-132,5,8.67578
-131,5,8.6749
-130,5,8.67402
-129,5,8.67316
-128,5,8.6723
-127,5,8.67145
-126,5,8.67061
-125,5,8.66979
-124,5,8.66898
-123,5,8.66818
-122,5,8.66739
-121,5,8.66662
-120,5,8.66587
-119,5,8.66513
-118,5,8.66442
-117,5,8.66372
-116,5,8.66304
-115,5,8.66238
-114,5,8.66174
-113,5,8.66112
-112,5,8.66052
-111,5,8.65995
-110,5,8.6594
-109,5,8.65888
-108,5,8.65838
-107,5,8.65791
-106,5,8.65746
-105,5,8.65704
-104,5,8.65664
-103,5,8.65628
-102,5,8.65594
-101,5,8.65563
-100,5,8.65535
-99,5,8.65509
-98,5,8.65487
-97,5,8.65467
-96,5,8.65451
-95,5,8.65438
-94,5,8.65427
-93,5,8.6542
-92,5,8.65415
-91,5,8.65414
-90,5,8.65416
-89,5,8.6542
-88,5,8.65428
-87,5,8.65439
-86,5,8.65453
-85,5,8.6547
-84,5,8.6549
-83,5,8.65513
-82,5,8.65538
-81,5,8.65567
-80,5,8.65599
-79,5,8.65633
-78,5,8.6567
-77,5,8.6571
-76,5,8.65753
-75,5,8.65799
-74,5,8.65847
-73,5,8.65897
-72,5,8.65951
-71,5,8.66006
-70,5,8.66065
-69,5,8.66125
-68,5,8.66188
-67,5,8.66253
-66,5,8.6632
-65,5,8.66389
-64,5,8.6646
-63,5,8.66533
-62,5,8.66608
-61,5,8.66685
-60,5,8.66763
-59,5,8.66843
-58,5,8.66925
-57,5,8.67008
-56,5,8.67092
-55,5,8.67178
-54,5,8.67264
-53,5,8.67352
-52,5,8.67441
-51,5,8.6753
-50,5,8.6762
-49,5,8.67711
-48,5,8.67803
-47,5,8.67895
-46,5,8.67987
-45,5,8.6808
-44,5,8.68173
-43,5,8.68266
-42,5,8.68358
-41,5,8.68451
-40,5,8.68544
-39,5,8.68636
-38,5,8.68728
-37,5,8.68819
-36,5,8.6891
-35,5,8.69
-34,5,8.69089
-33,5,8.69178
-32,5,8.69265
-31,5,8.69351
-30,5,8.69437
-29,5,8.69521
-28,5,8.69603
-27,5,8.69685
-26,5,8.69764
-25,5,8.69843
-24,5,8.69919
-23,5,8.69994
-22,5,8.70067
-21,5,8.70139
-20,5,8.70208
-19,5,8.70275
-18,5,8.70341
-17,5,8.70404
-16,5,8.70465
-15,5,8.70524
-14,5,8.7058
-13,5,8.70635
-12,5,8.70687
-11,5,8.70736
-10,5,8.70783
-9,5,8.70828
-8,5,8.7087
-7,5,8.70909
-6,5,8.70946
-5,5,8.7098
-4,5,8.71012
-3,5,8.71041
-2,5,8.71067
-1,5,8.7109
0,5,8.71111
1,5,8.71129
2,5,8.71145
3,5,8.71158
4,5,8.71168
5,5,8.71175
6,5,8.7118
7,5,8.71182
8,5,8.71181
9,5,8.71178
10,5,8.71172
11,5,8.71164
12,5,8.71153
13,5,8.71139
14,5,8.71123
15,5,8.71105
16,5,8.71084
17,5,8.71061
18,5,8.71035
19,5,8.71007
20,5,8.70977
21,5,8.70945
22,5,8.70911
23,5,8.70874
24,5,8.70836
25,5,8.70796
26,5,8.70753
27,5,8.70709
28,5,8.70664
29,5,8.70616
30,5,8.70567
31,5,8.70517
32,5,8.70465
33,5,8.70412
34,5,8.70357
35,5,8.70302
36,5,8.70245
37,5,8.70187
38,5,8.70128
39,5,8.70069
40,5,8.70008
41,5,8.69947
42,5,8.69886
43,5,8.69823
44,5,8.69761
45,5,8.69698
46,5,8.69635
47,5,8.69571
48,5,8.69508
49,5,8.69445
50,5,8.69381
51,5,8.69318
52,5,8.69256
53,5,8.69193
54,5,8.69131
55,5,8.6907
56,5,8.69009
57,5,8.68949
58,5,8.6889
59,5,8.68832
60,5,8.68774
61,5,8.68718
62,5,8.68663
63,5,8.68609
64,5,8.68556
65,5,8.68504
66,5,8.68454
67,5,8.68406
68,5,8.68359
69,5,8.68313
70,5,8.6827
71,5,8.68227
72,5,8.68187
73,5,8.68149
74,5,8.68112
75,5,8.68078
76,5,8.68045
77,5,8.68014
78,5,8.67986
79,5,8.67959
80,5,8.67935
81,5,8.67912
82,5,8.67892
83,5,8.67875
84,5,8.67859
85,5,8.67846
86,5,8.67835
87,5,8.67826
88,5,8.67819
89,5,8.67815
90,5,8.67813
91,5,8.67814
92,5,8.67816
93,5,8.67821
94,5,8.67829
95,5,8.67838
96,5,8.6785
97,5,8.67864
98,5,8.67881
99,5,8.67899
100,5,8.6792
101,5,8.67943
102,5,8.67968
103,5,8.67995
104,5,8.68024
105,5,8.68055
106,5,8.68088
107,5,8.68123
108,5,8.68159
109,5,8.68198
110,5,8.68238
111,5,8.6828
112,5,8.68324
113,5,8.68369
114,5,8.68416
115,5,8.68464
116,5,8.68513
117,5,8.68564
118,5,8.68616
119,5,8.68669
120,5,8.68723
121,5,8.68778
122,5,8.68834
123,5,8.68891
124,5,8.68949
125,5,8.69007
126,5,8.69066
127,5,8.69126
128,5,8.69185
129,5,8.69246
130,5,8.69306
131,5,8.69367
132,5,8.69427
133,5,8.69488
134,5,8.69548
135,5,8.69609
136,5,8.69669
137,5,8.69728
138,5,8.69788
139,5,8.69846
140,5,8.69904
141,5,8.69962
142,5,8.70018
143,5,8.70074
144,5,8.70129
145,5,8.70182
146,5,8.70235
147,5,8.70286
148,5,8.70336
149,5,8.70385
150,5,8.70432
151,5,8.70477
152,5,8.70521
153,5,8.70564
154,5,8.70604
155,5,8.70643
156,5,8.7068
157,5,8.70715
158,5,8.70748
159,5,8.70779
160,5,8.70808
161,5,8.70835
162,5,8.70859
163,5,8.70881
164,5,8.70901
165,5,8.70919
166,5,8.70934
167,5,8.70947
168,5,8.70957
169,5,8.70965
170,5,8.7097
171,5,8.70973
172,5,8.70973
173,5,8.70971
174,5,8.70966
175,5,8.70958
176,5,8.70948
177,5,8.70935
178,5,8.7092
179,5,8.70902
180,5,8.70881
-180,6,8.69026
-179,6,8.68997
-178,6,8.68964
-177,6,8.68928
-176,6,8.68888
-175,6,8.68844
-174,6,8.68797
-173,6,8.68746
-172,6,8.68691
-171,6,8.68633
-170,6,8.68571
-169,6,8.68505
-168,6,8.68437
-167,6,8.68365
-166,6,8.68289
-165,6,8.68211
-164,6,8.68129
-163,6,8.68045
-162,6,8.67957
-161,6,8.67866
-160,6,8.67773
-159,6,8.67677
-158,6,8.67578
-157,6,8.67477
-156,6,8.67373
-155,6,8.67267
-154,6,8.67159
-153,6,8.67049
-152,6,8.66936
-151,6,8.66822
-150,6,8.66706
-149,6,8.66589
-148,6,8.6647
-147,6,8.66349
-146,6,8.66228
-145,6,8.66105
-144,6,8.65981
-143,6,8.65857
-142,6,8.65731
-141,6,8.65606
-140,6,8.65479
-139,6,8.65353
-138,6,8.65226
-137,6,8.65099
-136,6,8.64972
-135,6,8.64846
-134,6,8.6472
-133,6,8.64594
-132,6,8.64469
-131,6,8.64345
-130,6,8.64222
-129,6,8.641
-128,6,8.63979
-127,6,8.63859
-126,6,8.63741
-125,6,8.63625
-124,6,8.6351
-123,6,8.63397
-122,6,8.63286
-121,6,8.63178
-120,6,8.63071
-119,6,8.62967
-118,6,8.62865
-117,6,8.62766
-116,6,8.6267
-115,6,8.62577
-114,6,8.62486
-113,6,8.62398
-112,6,8.62314
-111,6,8.62233
-110,6,8.62155
-109,6,8.62081
-108,6,8.6201
-107,6,8.61943
-106,6,8.61879
-105,6,8.61819
-104,6,8.61763
-103,6,8.61711
-102,6,8.61662
-101,6,8.61618
-100,6,8.61578
-99,6,8.61542
-98,6,8.6151
-97,6,8.61482
-96,6,8.61458
-95,6,8.61439
-94,6,8.61423
-93,6,8.61412
-92,6,8.61406
-91,6,8.61404
-90,6,8.61406
-89,6,8.61412
-88,6,8.61422
-87,6,8.61437
-86,6,8.61456
-85,6,8.6148
-84,6,8.61508
-83,6,8.61539
-82,6,8.61575
-81,6,8.61616
-80,6,8.6166
-79,6,8.61708
-78,6,8.6176
-77,6,8.61816
-76,6,8.61876
-75,6,8.6194
-74,6,8.62008
-73,6,8.62079
-72,6,8.62154
-71,6,8.62232
-70,6,8.62314
-69,6,8.62399
-68,6,8.62487
-67,6,8.62578
-66,6,8.62672
-65,6,8.6277
-64,6,8.6287
-63,6,8.62972
-62,6,8.63078
-61,6,8.63186
-60,6,8.63296
-59,6,8.63408
-58,6,8.63523
-57,6,8.63639
-56,6,8.63757
-55,6,8.63877
-54,6,8.63999
-53,6,8.64122
-52,6,8.64246
-51,6,8.64372
-50,6,8.64498
-49,6,8.64626
-48,6,8.64754
-47,6,8.64883
-46,6,8.65012
-45,6,8.65142
-44,6,8.65271
-43,6,8.65401
-42,6,8.65531
-41,6,8.65661
-40,6,8.6579
-39,6,8.65919
-38,6,8.66047
-37,6,8.66174
-36,6,8.66301
-35,6,8.66426
-34,6,8.6655
-33,6,8.66673
-32,6,8.66795
-31,6,8.66915
-30,6,8.67033
-29,6,8.67149
-28,6,8.67264
-27,6,8.67376
-26,6,8.67487
-25,6,8.67595
-24,6,8.677
-23,6,8.67804
-22,6,8.67904
-21,6,8.68002
-20,6,8.68097
-19,6,8.68189
-18,6,8.68279
-17,6,8.68365
-16,6,8.68448
-15,6,8.68528
-14,6,8.68604
-13,6,8.68678
-12,6,8.68747
-11,6,8.68814
-10,6,8.68876
-9,6,8.68936
-8,6,8.68991
-7,6,8.69043
-6,6,8.69091
-5,6,8.69136
-4,6,8.69176
-3,6,8.69213
-2,6,8.69246
-1,6,8.69275
0,6,8.693
1,6,8.69322
2,6,8.69339
3,6,8.69353
4,6,8.69362
5,6,8.69368
6,6,8.6937
7,6,8.69368
8,6,8.69363
9,6,8.69354
10,6,8.6934
11,6,8.69324
12,6,8.69303
13,6,8.69279
14,6,8.69252
15,6,8.69221
16,6,8.69186
17,6,8.69148
18,6,8.69107
19,6,8.69063
20,6,8.69015
21,6,8.68964
22,6,8.68911
23,6,8.68854
24,6,8.68795
25,6,8.68732
26,6,8.68668
27,6,8.686
28,6,8.68531
29,6,8.68458
30,6,8.68384
31,6,8.68308
32,6,8.68229
33,6,8.68149
34,6,8.68067
35,6,8.67983
36,6,8.67898
37,6,8.67811
38,6,8.67723
39,6,8.67633
40,6,8.67543
41,6,8.67452
42,6,8.6736
43,6,8.67267
44,6,8.67174
45,6,8.6708
46,6,8.66986
47,6,8.66892
48,6,8.66798
49,6,8.66704
50,6,8.6661
51,6,8.66517
52,6,8.66424
53,6,8.66332
54,6,8.6624
55,6,8.66149
56,6,8.6606
57,6,8.65971
58,6,8.65884
59,6,8.65797
60,6,8.65713
61,6,8.6563
62,6,8.65548
63,6,8.65469
64,6,8.65391
65,6,8.65315
66,6,8.65242
67,6,8.6517
68,6,8.65101
69,6,8.65035
70,6,8.6497
71,6,8.64909
72,6,8.64849
73,6,8.64793
74,6,8.6474
75,6,8.64689
76,6,8.64641
77,6,8.64596
78,6,8.64554
79,6,8.64516
80,6,8.6448
81,6,8.64448
82,6,8.64419
83,6,8.64393
84,6,8.64371
85,6,8.64351
86,6,8.64336
87,6,8.64323
88,6,8.64314
89,6,8.64308
90,6,8.64306
91,6,8.64307
92,6,8.64312
93,6,8.6432
94,6,8.64331
95,6,8.64346
96,6,8.64364
97,6,8.64385
98,6,8.6441
99,6,8.64438
100,6,8.64469
101,6,8.64503
102,6,8.64541
103,6,8.64581
104,6,8.64624
105,6,8.64671
106,6,8.6472
107,6,8.64772
108,6,8.64827
109,6,8.64885
110,6,8.64945
111,6,8.65007
112,6,8.65072
113,6,8.6514
114,6,8.65209
115,6,8.65281
116,6,8.65354
117,6,8.6543
118,6,8.65508
119,6,8.65587
120,6,8.65668
121,6,8.6575
122,6,8.65834
123,6,8.65918
124,6,8.66005
125,6,8.66092
126,6,8.6618
127,6,8.66268
128,6,8.66358
129,6,8.66448
130,6,8.66538
131,6,8.66629
132,6,8.6672
133,6,8.66811
134,6,8.66902
135,6,8.66992
136,6,8.67082
137,6,8.67172
138,6,8.67261
139,6,8.6735
140,6,8.67437
141,6,8.67524
142,6,8.67609
143,6,8.67693
144,6,8.67776
145,6,8.67857
146,6,8.67937
147,6,8.68015
148,6,8.68091
149,6,8.68166
150,6,8.68238
151,6,8.68308
152,6,8.68376
153,6,8.68441
154,6,8.68504
155,6,8.68565
156,6,8.68622
157,6,8.68677
158,6,8.68729
159,6,8.68779
160,6,8.68825
161,6,8.68868
162,6,8.68908
163,6,8.68945
164,6,8.68978
165,6,8.69008
166,6,8.69035
167,6,8.69058
168,6,8.69078
169,6,8.69094
170,6,8.69106
171,6,8.69115
172,6,8.6912
173,6,8.69121
174,6,8.69119
175,6,8.69113
176,6,8.69103
177,6,8.69089
178,6,8.69072
179,6,8.69051
180,6,8.69026
-180,7,8.66825
-179,7,8.6679
-178,7,8.6675
-177,7,8.66706
-176,7,8.66656
-175,7,8.66601
-174,7,8.66541
-173,7,8.66476
-172,7,8.66406
-171,7,8.66331
-170,7,8.66252
-169,7,8.66168
-168,7,8.66079
-167,7,8.65985
-166,7,8.65887
-165,7,8.65785
-164,7,8.65678
-163,7,8.65568
-162,7,8.65453
-161,7,8.65334
-160,7,8.65211
-159,7,8.65085
-158,7,8.64955
-157,7,8.64821
-156,7,8.64684
-155,7,8.64544
-154,7,8.64401
-153,7,8.64255
-152,7,8.64106
-151,7,8.63955
-150,7,8.63801
-149,7,8.63645
-148,7,8.63487
-147,7,8.63327
-146,7,8.63165
-145,7,8.63002
-144,7,8.62837
-143,7,8.62671
-142,7,8.62504
-141,7,8.62336
-140,7,8.62168
-139,7,8.61999
-138,7,8.61829
-137,7,8.6166
-136,7,8.6149
-135,7,8.61321
-134,7,8.61152
-133,7,8.60984
-132,7,8.60817
-131,7,8.60651
-130,7,8.60486
-129,7,8.60322
-128,7,8.6016
-127,7,8.6
-126,7,8.59842
-125,7,8.59685
-124,7,8.59531
-123,7,8.5938
-122,7,8.59231
-121,7,8.59085
-120,7,8.58942
-119,7,8.58802
-118,7,8.58665
-117,7,8.58532
-116,7,8.58403
-115,7,8.58277
-114,7,8.58155
-113,7,8.58037
-112,7,8.57924
-111,7,8.57814
-110,7,8.5771
-109,7,8.57609
-108,7,8.57514
-107,7,8.57423
-106,7,8.57337
-105,7,8.57256
-104,7,8.5718
-103,7,8.5711
-102,7,8.57044
-101,7,8.56985
-100,7,8.5693
-99,7,8.56881
-98,7,8.56837
-97,7,8.568
-96,7,8.56767
-95,7,8.56741
-94,7,8.5672
-93,7,8.56705
-92,7,8.56695
-91,7,8.56692
-90,7,8.56694
-89,7,8.56702
-88,7,8.56716
-87,7,8.56735
-86,7,8.56761
-85,7,8.56792
-84,7,8.56828
-83,7,8.56871
-82,7,8.56919
-81,7,8.56972
-80,7,8.57031
-79,7,8.57096
-78,7,8.57165
-77,7,8.5724
-76,7,8.5732
-75,7,8.57406
-74,7,8.57496
-73,7,8.57591
-72,7,8.57691
-71,7,8.57796
-70,7,8.57905
-69,7,8.58019
-68,7,8.58137
-67,7,8.58259
-66,7,8.58385
-65,7,8.58515
-64,7,8.58649
-63,7,8.58786
-62,7,8.58927
-61,7,8.59071
-60,7,8.59218
-59,7,8.59369
-58,7,8.59522
-57,7,8.59677
-56,7,8.59835
-55,7,8.59995
-54,7,8.60158
-53,7,8.60322
-52,7,8.60488
-51,7,8.60656
-50,7,8.60825
-49,7,8.60995
-48,7,8.61166
-47,7,8.61338
-46,7,8.6151
-45,7,8.61683
-44,7,8.61856
-43,7,8.62029
-42,7,8.62202
-41,7,8.62374
-40,7,8.62546
-39,7,8.62718
-38,7,8.62888
-37,7,8.63057
-36,7,8.63225
-35,7,8.63392
-34,7,8.63557
-33,7,8.6372
-32,7,8.63881
-31,7,8.6404
-30,7,8.64196
-29,7,8.6435
-28,7,8.64502
-27,7,8.64651
-26,7,8.64796
-25,7,8.64939
-24,7,8.65078
-23,7,8.65214
-22,7,8.65346
-21,7,8.65475
-20,7,8.65599
-19,7,8.6572
-18,7,8.65837
-17,7,8.6595
-16,7,8.66058
-15,7,8.66162
-14,7,8.66261
-13,7,8.66356
-12,7,8.66447
-11,7,8.66532
-10,7,8.66613
-9,7,8.66689
-8,7,8.66759
-7,7,8.66825
-6,7,8.66886
-5,7,8.66942
-4,7,8.66992
-3,7,8.67037
-2,7,8.67078
-1,7,8.67112
0,7,8.67142
1,7,8.67166
2,7,8.67186
3,7,8.67199
4,7,8.67208
5,7,8.67212
6,7,8.6721
7,7,8.67203
8,7,8.67191
9,7,8.67173
10,7,8.67151
11,7,8.67124
12,7,8.67092
13,7,8.67055
14,7,8.67013
15,7,8.66966
16,7,8.66915
17,7,8.66859
18,7,8.66799
19,7,8.66734
20,7,8.66666
21,7,8.66593
22,7,8.66515
23,7,8.66434
24,7,8.6635
25,7,8.66261
26,7,8.66169
27,7,8.66074
28,7,8.65975
29,7,8.65873
30,7,8.65768
31,7,8.65661
32,7,8.6555
33,7,8.65437
34,7,8.65322
35,7,8.65204
36,7,8.65085
37,7,8.64964
38,7,8.6484
39,7,8.64716
40,7,8.6459
41,7,8.64462
42,7,8.64334
43,7,8.64205
44,7,8.64075
45,7,8.63945
46,7,8.63814
47,7,8.63683
48,7,8.63552
49,7,8.63422
50,7,8.63292
51,7,8.63162
52,7,8.63033
53,7,8.62905
54,7,8.62778
55,7,8.62652
56,7,8.62528
57,7,8.62405
58,7,8.62284
59,7,8.62165
60,7,8.62048
61,7,8.61933
62,7,8.6182
63,7,8.6171
64,7,8.61603
65,7,8.61498
66,7,8.61396
67,7,8.61298
68,7,8.61202
69,7,8.6111
70,7,8.61022
71,7,8.60937
72,7,8.60855
73,7,8.60777
74,7,8.60704
75,7,8.60634
76,7,8.60568
77,7,8.60506
78,7,8.60449
79,7,8.60396
80,7,8.60347
81,7,8.60303
82,7,8.60263
83,7,8.60228
84,7,8.60197
85,7,8.60171
86,7,8.6015
87,7,8.60133
88,7,8.60121
89,7,8.60113
90,7,8.60111
91,7,8.60113
92,7,8.6012
93,7,8.60131
94,7,8.60147
95,7,8.60168
96,7,8.60194
97,7,8.60224
98,7,8.60259
99,7,8.60298
100,7,8.60341
101,7,8.60389
102,7,8.60442
103,7,8.60498
104,7,8.60559
105,7,8.60624
106,7,8.60693
107,7,8.60765
108,7,8.60842
109,7,8.60922
110,7,8.61006
111,7,8.61093
112,7,8.61184
113,7,8.61278
114,7,8.61374
115,7,8.61474
116,7,8.61577
117,7,8.61683
118,7,8.61791
119,7,8.61901
120,7,8.62014
121,7,8.62129
122,7,8.62245
123,7,8.62364
124,7,8.62484
125,7,8.62605
126,7,8.62728
127,7,8.62852
128,7,8.62977
129,7,8.63103
130,7,8.63229
131,7,8.63356
132,7,8.63483
133,7,8.6361
134,7,8.63737
135,7,8.63864
136,7,8.6399
137,7,8.64116
138,7,8.64241
139,7,8.64365
140,7,8.64488
141,7,8.64609
142,7,8.6473
143,7,8.64848
144,7,8.64965
145,7,8.65079
146,7,8.65192
147,7,8.65302
148,7,8.6541
149,7,8.65515
150,7,8.65617
151,7,8.65717
152,7,8.65813
153,7,8.65907
154,7,8.65997
155,7,8.66083
156,7,8.66166
157,7,8.66245
158,7,8.6632
159,7,8.66392
160,7,8.66459
161,7,8.66522
162,7,8.66581
163,7,8.66636
164,7,8.66686
165,7,8.66731
166,7,8.66772
167,7,8.66808
168,7,8.66839
169,7,8.66866
170,7,8.66887
171,7,8.66904
172,7,8.66915
173,7,8.66922
174,7,8.66924
175,7,8.6692
176,7,8.66911
177,7,8.66897
178,7,8.66878
179,7,8.66854
180,7,8.66825
-180,8,8.64271
-179,8,8.6423
-178,8,8.64183
-177,8,8.64129
-176,8,8.64069
-175,8,8.64002
-174,8,8.63928
-173,8,8.63848
-172,8,8.63761
-171,8,8.63668
-170,8,8.63569
-169,8,8.63463
-168,8,8.63352
-167,8,8.63234
-166,8,8.63111
-165,8,8.62982
-164,8,8.62847
-163,8,8.62706
-162,8,8.62561
-161,8,8.6241
-160,8,8.62254
-159,8,8.62093
-158,8,8.61927
-157,8,8.61757
-156,8,8.61583
-155,8,8.61404
-154,8,8.61221
-153,8,8.61035
-152,8,8.60844
-151,8,8.60651
-150,8,8.60454
-149,8,8.60254
-148,8,8.60051
-147,8,8.59846
-146,8,8.59638
-145,8,8.59428
-144,8,8.59217
-143,8,8.59004
-142,8,8.58789
-141,8,8.58573
-140,8,8.58356
-139,8,8.58138
-138,8,8.5792
-137,8,8.57702
-136,8,8.57484
-135,8,8.57266
-134,8,8.57049
-133,8,8.56832
-132,8,8.56616
-131,8,8.56402
-130,8,8.56189
-129,8,8.55978
